G1	G2	1
G1	G3	1
G1	G4	1
G5	G2	1
G5	G3	1
G5	G4	1
G5	G6	1
G5	G7	1
G5	G8	1
G5	G9	1
G5	G10	1
G5	G11	1
G5	G12	1
G5	G13	1
G5	G14	1
G5	G15	1
G5	G16	1
G5	G17	1
G5	G18	1
G5	G19	1
G5	G20	1
G5	G21	1
G5	G22	1
G10	G37	1
G10	G44	1
G10	G50	1
G15	G14	1
G23	G24	1
G25	G7	1
G26	G27	1
G26	G28	1
G26	G29	1
G26	G30	1
G26	G31	1
G26	G32	1
G26	G33	1
G26	G34	1
G26	G35	1
G36	G37	1
G37	G1	1
G37	G8	1
G37	G10	1
G37	G23	1
G37	G24	1
G37	G25	1
G37	G29	1
G37	G47	1
G37	G48	1
G37	G51	1
G37	G59	1
G37	G60	1
G37	G61	1
G37	G62	1
G37	G64	1
G37	G67	1
G37	G68	1
G37	G69	1
G37	G70	1
G37	G71	1
G37	G72	1
G37	G73	1
G37	G74	1
G37	G75	1
G38	G9	1
G38	G39	1
G40	G41	1
G42	G1	1
G43	G44	1
G43	G45	1
G44	G10	1
G44	G31	1
G44	G50	1
G44	G62	1
G44	G63	1
G44	G64	1
G45	G44	1
G46	G4	1
G46	G9	1
G46	G10	1
G46	G16	1
G46	G17	1
G46	G18	1
G46	G22	1
G46	G24	1
G46	G37	1
G46	G47	1
G46	G48	1
G46	G49	1
G46	G50	1
G46	G51	1
G46	G52	1
G46	G53	1
G46	G54	1
G46	G55	1
G46	G56	1
G46	G57	1
G46	G58	1
G46	G59	1
G46	G60	1
G46	G61	1
G54	G55	1
G54	G81	1
G54	G82	1
G55	G54	1
G57	G56	1
G62	G10	1
G62	G44	1
G62	G50	1
G63	G19	1
G63	G20	1
G63	G41	1
G63	G51	1
G63	G59	1
G63	G60	1
G63	G61	1
G63	G75	1
G63	G78	1
G63	G79	1
G63	G80	1
G64	G28	1
G64	G94	1
G64	G95	1
G65	G66	1
G66	G65	1
G67	G68	1
G67	G69	1
G69	G67	1
G69	G68	1
G72	G23	1
G72	G24	1
G72	G76	1
G72	G77	1
G73	G89	1
G75	G24	1
G82	G54	1
G82	G55	1
G83	G19	1
G83	G20	1
G83	G49	1
G83	G84	1
G83	G85	1
G85	G4	1
G85	G9	1
G85	G11	1
G85	G12	1
G85	G13	1
G85	G16	1
G85	G17	1
G85	G18	1
G85	G25	1
G85	G38	1
G85	G39	1
G85	G58	1
G85	G84	1
G85	G86	1
G85	G87	1
G85	G88	1
G87	G86	1
G90	G28	1
G90	G70	1
G91	G21	1
G91	G92	1
G92	G28	1
G93	G28	1
G93	G64	1
G93	G94	1
G93	G95	1
G96	G10	1
G96	G21	1
G96	G62	1
G96	G97	1
G98	G99	1
G99	G54	1
G99	G55	1
G100	G10	1
G100	G88	1
