G1	G2	1
G1	G3	1
G1	G4	1
G1	G5	1
G1	G6	1
G1	G7	1
G1	G8	1
G2	G43	1
G4	G83	1
G6	G16	1
G6	G17	1
G6	G29	1
G6	G30	1
G6	G33	1
G6	G35	1
G6	G40	1
G6	G78	1
G6	G83	1
G6	G85	1
G6	G86	1
G6	G87	1
G6	G88	1
G6	G89	1
G9	G10	1
G9	G11	1
G9	G12	1
G9	G13	1
G9	G14	1
G9	G15	1
G11	G35	1
G11	G39	1
G11	G45	1
G11	G47	1
G11	G48	1
G12	G26	1
G12	G45	1
G12	G64	1
G16	G17	1
G18	G1	1
G18	G19	1
G18	G20	1
G18	G21	1
G21	G18	1
G21	G48	1
G21	G58	1
G21	G59	1
G21	G62	1
G21	G63	1
G21	G71	1
G22	G5	1
G22	G23	1
G23	G80	1
G23	G81	1
G23	G82	1
G24	G25	1
G26	G24	1
G26	G27	1
G26	G28	1
G29	G30	1
G29	G31	1
G29	G32	1
G32	G19	1
G32	G26	1
G32	G42	1
G32	G53	1
G32	G54	1
G33	G27	1
G33	G34	1
G33	G35	1
G33	G36	1
G33	G37	1
G34	G16	1
G34	G17	1
G34	G27	1
G34	G31	1
G34	G45	1
G34	G55	1
G34	G56	1
G37	G36	1
G37	G42	1
G37	G72	1
G38	G11	1
G38	G23	1
G38	G39	1
G38	G40	1
G38	G41	1
G38	G42	1
G39	G45	1
G39	G46	1
G40	G10	1
G40	G18	1
G40	G21	1
G40	G27	1
G40	G48	1
G40	G59	1
G40	G60	1
G40	G61	1
G40	G62	1
G40	G63	1
G41	G21	1
G41	G27	1
G41	G39	1
G41	G40	1
G41	G59	1
G41	G60	1
G41	G61	1
G41	G75	1
G41	G77	1
G41	G78	1
G42	G49	1
G44	G15	1
G48	G38	1
G48	G45	1
G48	G47	1
G48	G49	1
G48	G66	1
G48	G90	1
G49	G9	1
G49	G39	1
G49	G45	1
G49	G50	1
G49	G51	1
G49	G52	1
G52	G39	1
G52	G57	1
G53	G10	1
G53	G12	1
G53	G15	1
G53	G21	1
G53	G33	1
G53	G50	1
G53	G51	1
G53	G52	1
G53	G63	1
G53	G66	1
G53	G67	1
G53	G68	1
G54	G29	1
G54	G30	1
G54	G35	1
G54	G50	1
G54	G51	1
G54	G52	1
G54	G78	1
G54	G81	1
G54	G85	1
G54	G86	1
G54	G87	1
G54	G88	1
G54	G89	1
G54	G99	1
G54	G100	1
G55	G31	1
G55	G33	1
G55	G34	1
G55	G56	1
G58	G27	1
G58	G35	1
G65	G8	1
G65	G16	1
G65	G17	1
G65	G57	1
G69	G2	1
G69	G7	1
G69	G10	1
G69	G70	1
G70	G84	1
G71	G2	1
G71	G45	1
G71	G49	1
G71	G75	1
G71	G80	1
G71	G82	1
G71	G98	1
G73	G27	1
G74	G42	1
G74	G47	1
G74	G75	1
G74	G76	1
G78	G41	1
G78	G91	1
G78	G93	1
G78	G94	1
G78	G95	1
G79	G26	1
G79	G42	1
G79	G72	1
G90	G91	1
G92	G21	1
G92	G49	1
G96	G49	1
G97	G29	1
G97	G43	1
G97	G44	1
G97	G84	1
