G1	G2	1
G1	G3	1
G1	G4	1
G1	G5	1
G1	G6	1
G1	G7	1
G1	G8	1
G1	G9	1
G1	G10	1
G1	G11	1
G1	G12	1
G1	G13	1
G1	G14	1
G1	G15	1
G1	G16	1
G1	G17	1
G1	G18	1
G1	G19	1
G1	G20	1
G5	G1	1
G5	G3	1
G5	G4	1
G5	G6	1
G5	G7	1
G5	G11	1
G5	G12	1
G5	G13	1
G5	G14	1
G5	G15	1
G5	G17	1
G5	G19	1
G5	G21	1
G5	G22	1
G5	G35	1
G5	G39	1
G5	G40	1
G5	G41	1
G5	G42	1
G5	G43	1
G5	G44	1
G5	G45	1
G5	G46	1
G5	G47	1
G5	G48	1
G5	G49	1
G5	G50	1
G5	G51	1
G5	G52	1
G5	G53	1
G5	G54	1
G5	G55	1
G5	G56	1
G5	G57	1
G5	G58	1
G5	G59	1
G5	G60	1
G7	G6	1
G7	G29	1
G7	G36	1
G7	G37	1
G21	G22	1
G23	G24	1
G23	G25	1
G23	G26	1
G23	G27	1
G26	G25	1
G26	G27	1
G28	G29	1
G29	G6	1
G29	G7	1
G29	G21	1
G29	G33	1
G29	G40	1
G29	G44	1
G29	G46	1
G29	G54	1
G29	G63	1
G29	G64	1
G29	G65	1
G29	G66	1
G29	G67	1
G29	G68	1
G29	G69	1
G29	G70	1
G29	G71	1
G29	G72	1
G29	G73	1
G29	G74	1
G29	G75	1
G29	G76	1
G30	G31	1
G32	G33	1
G34	G35	1
G34	G36	1
G34	G37	1
G34	G38	1
G36	G3	1
G36	G6	1
G36	G7	1
G36	G37	1
G36	G46	1
G36	G62	1
G36	G63	1
G38	G36	1
G38	G37	1
G45	G49	1
G45	G61	1
G46	G6	1
G46	G7	1
G46	G36	1
G46	G37	1
G50	G12	1
G50	G13	1
G50	G14	1
G50	G15	1
G50	G21	1
G50	G40	1
G50	G41	1
G50	G42	1
G50	G51	1
G50	G52	1
G50	G53	1
G50	G54	1
G50	G55	1
G53	G51	1
G53	G52	1
G56	G3	1
G56	G11	1
G58	G59	1
G62	G16	1
G62	G31	1
G62	G60	1
G62	G69	1
G62	G70	1
G62	G71	1
G62	G74	1
G62	G76	1
G62	G85	1
G62	G86	1
G63	G26	1
G63	G27	1
G63	G92	1
G63	G93	1
G63	G97	1
G64	G65	1
G64	G66	1
G66	G64	1
G66	G65	1
G72	G39	1
G72	G67	1
G77	G78	1
G78	G77	1
G79	G8	1
G79	G9	1
G79	G12	1
G79	G13	1
G79	G14	1
G79	G15	1
G79	G19	1
G79	G40	1
G79	G42	1
G79	G43	1
G79	G45	1
G79	G47	1
G79	G48	1
G79	G54	1
G79	G55	1
G79	G57	1
G79	G58	1
G79	G59	1
G79	G60	1
G79	G61	1
G79	G69	1
G79	G75	1
G79	G77	1
G79	G78	1
G79	G80	1
G79	G81	1
G79	G82	1
G79	G83	1
G79	G84	1
G79	G85	1
G79	G86	1
G79	G87	1
G79	G88	1
G79	G89	1
G79	G90	1
G79	G91	1
G79	G92	1
G79	G93	1
G80	G8	1
G80	G9	1
G80	G12	1
G80	G13	1
G80	G14	1
G80	G15	1
G80	G19	1
G80	G40	1
G80	G42	1
G80	G43	1
G80	G45	1
G80	G47	1
G80	G48	1
G80	G54	1
G80	G55	1
G80	G57	1
G80	G58	1
G80	G59	1
G80	G60	1
G80	G61	1
G80	G69	1
G80	G75	1
G80	G77	1
G80	G78	1
G80	G79	1
G80	G81	1
G80	G82	1
G80	G83	1
G80	G84	1
G80	G85	1
G80	G86	1
G80	G87	1
G80	G88	1
G80	G89	1
G80	G90	1
G80	G91	1
G80	G92	1
G80	G93	1
G87	G26	1
G87	G27	1
G87	G68	1
G90	G91	1
G94	G18	1
G94	G95	1
G95	G26	1
G95	G27	1
G96	G26	1
G96	G27	1
G96	G63	1
G96	G92	1
G96	G93	1
G96	G97	1
G98	G7	1
G98	G18	1
G98	G46	1
G99	G58	1
G99	G59	1
G100	G6	1
G100	G7	1
